"Privilege Parent Group","Privilege Parent GroupID","Privilege Name","Privilege ID","Privilege Description","HEDC_DAAS_Admin","HEDC_DBA","HEDC_ITSM_Admins","HEDC_Networking","HEDC_Operations","HEDC_Operations_wProvision","HEDC_Printer_admins","HEDC_SCOIN_CM","HEDC_SCPT_Admins","HEDC_SCPT_Admins_Test"
"System","System","Anonymous","System.Anonymous","The only privilege held by sessions which have not logged in","True","True","True","True","True","True","True","True","True","True"
"System","System","View","System.View","Visibility without read access to an entity. This is assigned implicitly by the system, if read privileges are assigned at lower levels in the inventory","True","True","True","True","True","True","True","True","True","True"
"System","System","Read","System.Read","Grants read access to an entity","True","True","True","True","True","True","True","True","True","True"
"Trusted Infrastructure administrator","TrustedAdmin","Configure token conversion policy","TrustedAdmin.ConfigureTokenConversionPolicy","Configure the Trusted Infrastructure administrator token conversion policy","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Configure Key Server Trust","TrustedAdmin.ManageKMSTrust","Configure trust between Key Server and Trust Authority Host","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Read Key Server Trust","TrustedAdmin.ReadKMSTrust","List and monitor the trust status between Key Servers and Trust Authority Hosts","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","List information about the STS","TrustedAdmin.ReadStsInfo","List the STS certificates and vpxd solution user","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Configure Trust Authority Host TPM certificates","TrustedAdmin.ConfigureHostCertificates","Configure the CA certificates and public Endorsement keys of the Trusted Hosts on the Trust Authority Hosts","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Configure Trust Authority Host metadata","TrustedAdmin.ConfigureHostMetadata","Configure the set of Trust Authority Host metadata","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Configure attesting SSO","TrustedAdmin.ManageAttestingSSO","Configure the set of SSO STS certs","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Read attesting SSO","TrustedAdmin.ReadAttestingSSO","Read the set of SSO STS certs","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Retrieve Trust Authority Host metadatata","TrustedAdmin.RetrieveHostMetadata","Extract Trust Authority Host's profile metadata","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Retrieve TPM Trust Authority Host certificates","TrustedAdmin.RetrieveTPMHostCertificates","Extract Trust Authority Host's EKCert and public Endorsement Keys","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","Manage Trusted Infrastructure Hosts","TrustedAdmin.ManageTrustedHosts","Add and remove Trusted Infrastructure Hosts which will be used for ESX attestation","False","False","False","False","False","False","False","False","False","False"
"Trusted Infrastructure administrator","TrustedAdmin","List Trusted Infrastructure Hosts","TrustedAdmin.ReadTrustedHosts","List the currently configured Trusted Infrastructure Hosts which will be used for ESX attestation","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Manage custom attributes","Global.ManageCustomFields","Add, remove, and rename custom attribute definitions","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Set custom attribute","Global.SetCustomField","Set the value of a custom attribute on an object","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Log event","Global.LogEvent","Log a user-defined event on an object","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Cancel task","Global.CancelTask","Cancel a running task","False","True","False","False","False","False","False","False","False","False"
"Global","Global","Licenses","Global.Licenses","Manage licenses","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Diagnostics","Global.Diagnostics","Export diagnostic data","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Settings","Global.Settings","Edit global settings","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Act as vCenter Server","Global.VCServer","Act as the vCenter Server","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Capacity planning","Global.CapacityPlanning","Discover and convert physical host to virtual machine","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Script action","Global.ScriptAction","Schedule an external script action","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Proxy","Global.Proxy","Add or remove endpoints to or from the proxy","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Disable methods","Global.DisableMethods","Operations are disabled in vCenter ","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Enable methods","Global.EnableMethods","Operations are enabled in vCenter ","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Service managers","Global.ServiceManagers","Access the directory service","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Health","Global.Health","Access the health of vCenter group","False","False","False","False","False","False","False","False","False","False"
"Global","Global","System tag","Global.SystemTag","Add or remove system tag","False","False","False","False","False","False","False","False","False","False"
"Global","Global","Global tag","Global.GlobalTag","Add or remove global tag","False","False","False","False","False","False","False","False","False","False"
"Folder","Folder","Create folder","Folder.Create","Create folder","False","False","False","False","False","False","False","False","False","False"
"Folder","Folder","Delete folder","Folder.Delete","Delete folder","False","False","False","False","False","False","False","False","False","False"
"Folder","Folder","Rename folder","Folder.Rename","Rename folder","False","False","False","False","False","False","False","False","False","False"
"Folder","Folder","Move folder","Folder.Move","Move folder","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Create datacenter","Datacenter.Create","Create a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Remove datacenter","Datacenter.Delete","Remove a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Rename datacenter","Datacenter.Rename","Rename a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Move datacenter","Datacenter.Move","Move a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Network protocol profile configuration","Datacenter.IpPoolConfig","Configure a network protocol profile on a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Release IP allocation","Datacenter.IpPoolReleaseIp","Release IP allocation on a network protocol profile in a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Query IP pool allocation","Datacenter.IpPoolQueryAllocations","Query IP pool allocation on a network protocol profile in a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datacenter","Datacenter","Reconfigure datacenter","Datacenter.Reconfigure","Reconfigure a datacenter","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Rename datastore","Datastore.Rename","Rename a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Move datastore","Datastore.Move","Move a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Remove datastore","Datastore.Delete","Remove a datastore from the datacenter","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Browse datastore","Datastore.Browse","Browse a datastore","False","False","False","False","False","False","False","False","True","False"
"Datastore","Datastore","Remove file","Datastore.DeleteFile","Remove a file from a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Low level file operations","Datastore.FileManagement","Perform low level file operations on a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Allocate space","Datastore.AllocateSpace","Allocate space on a datastore","False","False","False","False","True","True","False","False","False","False"
"Datastore","Datastore","Configure datastore","Datastore.Config","Configure a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Update virtual machine files","Datastore.UpdateVirtualMachineFiles","Update virtual machine files on a datastore","False","False","False","False","False","False","False","False","False","False"
"Datastore","Datastore","Update virtual machine metadata","Datastore.UpdateVirtualMachineMetadata","Update virtual machine metadata on a datastore","False","False","False","False","False","False","False","False","False","False"
"Network","Network","Move network","Network.Move","Move a network","False","False","False","False","False","True","False","False","False","False"
"Network","Network","Remove","Network.Delete","Remove a network","False","False","False","False","False","False","False","False","False","False"
"Network","Network","Configure","Network.Config","Configure a network","False","False","False","False","False","True","False","False","False","False"
"Network","Network","Assign network","Network.Assign","Assign network to virtual machine, host service console, VMkernel virtual NIC or physical NIC","False","False","False","False","False","True","False","False","False","False"
"Distributed switch","DVSwitch","Create","DVSwitch.Create","Create a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Modify","DVSwitch.Modify","Change the configuration of a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Host operation","DVSwitch.HostOp","Change the host member of a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Policy operation","DVSwitch.PolicyOp","Change the policy of a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Port configuration operation","DVSwitch.PortConfig","Change the configuration of a port in a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Port setting operation","DVSwitch.PortSetting","Change the setting of a port in a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Delete","DVSwitch.Delete","Delete a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Move","DVSwitch.Move","Move a distributed switch into another folder","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","VSPAN operation","DVSwitch.Vspan","Change the distributed port mirroring configuration of a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","IPFIX operation","DVSwitch.Ipfix","Change the ipfix configuration of a distributed switch","False","False","False","False","False","False","False","False","False","False"
"Distributed switch","DVSwitch","Network I/O control operation","DVSwitch.ResourceManagement","Add or update network I/O control resource pools","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","Create","DVPortgroup.Create","Create a dvPort group","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","Modify","DVPortgroup.Modify","Modify the configuration of a dvPort group","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","Policy operation","DVPortgroup.PolicyOp","Set the policy of a dvPort group","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","Scope operation","DVPortgroup.ScopeOp","Set the scope of a dvPort group","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","IPFIX operation","DVPortgroup.Ipfix","Change the ipfix configuration of a dvPort group","False","False","False","False","False","False","False","False","False","False"
"dvPort group","DVPortgroup","Delete","DVPortgroup.Delete","Delete a dvPort group","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Add standalone host","Host.Inventory.AddStandaloneHost","Add a standalone host","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Create cluster","Host.Inventory.CreateCluster","Create a cluster along with its initial specification","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Add host to cluster","Host.Inventory.AddHostToCluster","Add a host to a cluster","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Remove host","Host.Inventory.RemoveHostFromCluster","Remove a host","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Move cluster or standalone host","Host.Inventory.MoveCluster","Move a cluster or standalone host","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Rename cluster","Host.Inventory.RenameCluster","Rename cluster","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Remove cluster","Host.Inventory.DeleteCluster","Remove a cluster or standalone host","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Modify cluster","Host.Inventory.EditCluster","Modify a cluster's specification","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Move host","Host.Inventory.MoveHost","Move a host between clusters","False","False","False","False","False","False","False","False","False","False"
"Inventory","Host.Inventory","Manage Cluster Lifecyle","Host.Inventory.ManageClusterLifecyle","Manage Cluster Lifecyle","False","False","False","False","False","False","False","False","False","False"
"vSphere Replication","Host.Hbr","Manage replication","Host.Hbr.HbrManagement","Manage replication of virtual machines","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Authentication Store","Host.Config.AuthenticationStore","Configure authentication stores","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","System Management","Host.Config.SystemManagement","Remote file management and CIM read/write access","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Connection","Host.Config.Connection","Connect or disconnect a host","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Maintenance","Host.Config.Maintenance","Enable and disable maintenance mode","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Virtual machine autostart configuration","Host.Config.AutoStart","Virtual machine autostart configuration","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Hyperthreading","Host.Config.HyperThreading","Enable/disable hyperthreading","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Storage partition configuration","Host.Config.Storage","Storage, host datastore, and diagnostic partition configuration","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Security profile and firewall","Host.Config.NetService","Configure internet services and firewall","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Memory configuration","Host.Config.Memory","Service console memory reservation","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Network configuration","Host.Config.Network","Network configuration","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Advanced settings","Host.Config.AdvancedConfig","Modify advanced settings for the host","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","System resources","Host.Config.Resources","Modify system resource settings","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Change SNMP settings","Host.Config.Snmp","Modify SNMP settings","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Change date and time settings","Host.Config.DateTime","Change date and time settings for the host","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Change PciPassthru settings","Host.Config.PciPassthru","Change PciPassthru settings for the host","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Change settings","Host.Config.Settings","Change host settings","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Query patch","Host.Config.Patch","Query host patches","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Firmware","Host.Config.Firmware","Firmware system operations","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Power","Host.Config.Power","Power system operations","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Image configuration","Host.Config.Image","Change image configuration settings","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","Quarantine","Host.Config.Quarantine","Change quarantine mode of a host","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","NVDIMM","Host.Config.Nvdimm","NVDIMM system operations","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","ProductLocker settings","Host.Config.ProductLocker","Change ProductLocker configuration settings","False","False","False","False","False","False","False","False","False","False"
"Configuration","Host.Config","GuestStore settings","Host.Config.GuestStore","Change GuestStore configuration settings","False","False","False","False","False","False","False","False","False","False"
"Local operations","Host.Local","Add host to vCenter","Host.Local.InstallAgent","Bring the host under vCenter management","False","False","False","False","False","False","False","False","False","False"
"Local operations","Host.Local","Manage user groups","Host.Local.ManageUserGroups","User account management","False","False","False","False","False","False","False","False","False","False"
"Local operations","Host.Local","Create virtual machine","Host.Local.CreateVM","Create a virtual machine without registering it","False","False","False","False","False","False","False","False","False","False"
"Local operations","Host.Local","Reconfigure virtual machine","Host.Local.ReconfigVM","Reconfigure a virtual machine","False","False","False","False","False","False","False","False","False","False"
"Local operations","Host.Local","Delete virtual machine","Host.Local.DeleteVM","Delete an unregistered virtual machine","False","False","False","False","False","False","False","False","False","False"
"CIM","Host.Cim","CIM interaction","Host.Cim.CimInteraction","Establish a remote connection to a CIM interface. By default, this privilege is belongs only to the administrator. This privilege provides SuperUser level access to the CIM service","False","False","False","False","False","False","False","False","False","False"
"Edit Inventory","VirtualMachine.Inventory","Create new","VirtualMachine.Inventory.Create","Create a new virtual machine or template","False","False","False","False","False","True","False","False","False","False"
"Edit Inventory","VirtualMachine.Inventory","Create from existing","VirtualMachine.Inventory.CreateFromExisting","Create a virtual machine based on an existing virtual machine or template","False","False","False","False","True","True","False","False","False","False"
"Edit Inventory","VirtualMachine.Inventory","Register","VirtualMachine.Inventory.Register","Add an existing virtual machine to the inventory","False","False","True","True","True","True","True","True","True","True"
"Edit Inventory","VirtualMachine.Inventory","Remove","VirtualMachine.Inventory.Delete","Remove a virtual machine","False","False","False","False","False","True","False","False","False","False"
"Edit Inventory","VirtualMachine.Inventory","Unregister","VirtualMachine.Inventory.Unregister","Unregister a virtual machine","False","False","False","False","False","True","False","False","False","False"
"Edit Inventory","VirtualMachine.Inventory","Move","VirtualMachine.Inventory.Move","Move a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Power on","VirtualMachine.Interact.PowerOn","Power on or resume a virtual machine","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Power off","VirtualMachine.Interact.PowerOff","Power off a virtual machine","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Suspend","VirtualMachine.Interact.Suspend","Suspend a virtual machine","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Suspend to memory","VirtualMachine.Interact.SuspendToMemory","Suspend a virtual machine to memory","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Reset","VirtualMachine.Interact.Reset","Reset (power cycle) a virtual machine","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Pause or Unpause","VirtualMachine.Interact.Pause","Pause or unpause a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Answer question","VirtualMachine.Interact.AnswerQuestion","Answer a virtual machine run-time question","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Console interaction","VirtualMachine.Interact.ConsoleInteract","Interact with the virtual machine console","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Connect devices","VirtualMachine.Interact.DeviceConnection","Connect/disconnect media and network devices","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Configure CD media","VirtualMachine.Interact.SetCDMedia","Configure a different media for virtual CD-ROMs","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Configure floppy media","VirtualMachine.Interact.SetFloppyMedia","Configure a different media for virtual floppies","True","True","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Install VMware Tools","VirtualMachine.Interact.ToolsInstall","Install VMware Tools (or mount/unmount the tools installer image)","True","True","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Guest operating system management by VIX API","VirtualMachine.Interact.GuestControl","Perform management operations within the guest operating system via the VIX API","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Defragment all disks","VirtualMachine.Interact.DefragmentAllDisks","Defragment all disks on the virtual machine","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Turn on Fault Tolerance","VirtualMachine.Interact.CreateSecondary","Turn on Fault Tolerance for this virtual machine","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Turn off Fault Tolerance","VirtualMachine.Interact.TurnOffFaultTolerance","Turn off Fault Tolerance for this virtual machine","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Test failover","VirtualMachine.Interact.MakePrimary","Make the Secondary VM the Primary VM","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Test restart Secondary VM","VirtualMachine.Interact.TerminateFaultTolerantVM","Terminate the Secondary VM","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Suspend Fault Tolerance","VirtualMachine.Interact.DisableSecondary","Suspend Fault Tolerance for this virtual machine","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Resume Fault Tolerance","VirtualMachine.Interact.EnableSecondary","Resume Fault Tolerance for this virtual machine","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Record session on virtual machine","VirtualMachine.Interact.Record","Record session on a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Replay session on virtual machine","VirtualMachine.Interact.Replay","Replay session on a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Backup operation on virtual machine","VirtualMachine.Interact.Backup","Backup operations on a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Create screenshot","VirtualMachine.Interact.CreateScreenshot","Create a screenshot","False","False","True","True","True","True","True","True","True","True"
"Interaction","VirtualMachine.Interact","Inject USB HID scan codes","VirtualMachine.Interact.PutUsbScanCodes","Inject a sequence of USB HID scan codes into the keyboard","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Perform wipe or shrink operations","VirtualMachine.Interact.SESparseMaintenance","Perform wipe or shrink operations on Flex-SE disks","False","False","False","False","False","False","False","False","False","False"
"Interaction","VirtualMachine.Interact","Drag and drop","VirtualMachine.Interact.DnD","Drag files between a virtual machine and a remote client","False","False","False","False","False","False","False","False","False","False"
"Guest operations","VirtualMachine.GuestOperations","Guest operation queries","VirtualMachine.GuestOperations.Query","Queries in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
"Guest operations","VirtualMachine.GuestOperations","Guest operation modifications","VirtualMachine.GuestOperations.Modify","Modifications in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
"Guest operations","VirtualMachine.GuestOperations","Guest operation program execution","VirtualMachine.GuestOperations.Execute","Running processes in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
"Guest operations","VirtualMachine.GuestOperations","Guest operation alias query","VirtualMachine.GuestOperations.QueryAliases","Querying the alias store in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
"Guest operations","VirtualMachine.GuestOperations","Guest operation alias modification","VirtualMachine.GuestOperations.ModifyAliases","Modifying the alias store in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Rename","VirtualMachine.Config.Rename","Rename a virtual machine","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Set annotation","VirtualMachine.Config.Annotation","Set annotation on a virtual machine","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Add existing disk","VirtualMachine.Config.AddExistingDisk","Browse for and attach an existing virtual disk","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Add new disk","VirtualMachine.Config.AddNewDisk","Create and attach a new virtual disk","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Remove disk","VirtualMachine.Config.RemoveDisk","Detach and optionally remove a virtual disk","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Configure Raw device","VirtualMachine.Config.RawDevice","Virtual machine raw device configuration","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Configure Host USB device","VirtualMachine.Config.HostUSBDevice","Add, remove or edit a virtual USB device backed by a host USB device","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Change CPU count","VirtualMachine.Config.CPUCount","Change the number of virtual CPUs","False","False","False","False","False","True","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Change Memory","VirtualMachine.Config.Memory","Set the amount of virtual machine memory","False","False","False","False","False","True","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Add or remove device","VirtualMachine.Config.AddRemoveDevice","Add or remove virtual devices","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Modify device settings","VirtualMachine.Config.EditDevice","Modify virtual device settings","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Change Settings","VirtualMachine.Config.Settings","Change virtual machine settings","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Change resource","VirtualMachine.Config.Resource","Change virtual machine resource allocations","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Upgrade virtual machine compatibility","VirtualMachine.Config.UpgradeVirtualHardware","Upgrade virtual machine compatibility","False","False","False","False","False","False","False","True","False","False"
"Change Configuration","VirtualMachine.Config","Reset guest information","VirtualMachine.Config.ResetGuestInfo","Reset guest information variables","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Toggle fork parent","VirtualMachine.Config.ToggleForkParent","Enable or disable a vmfork parent","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Advanced configuration","VirtualMachine.Config.AdvancedConfig","Make advanced configuration changes","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Acquire disk lease","VirtualMachine.Config.DiskLease","Lease disks for disk manager","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Change Swapfile placement","VirtualMachine.Config.SwapPlacement","Set the placement policy for a single virtual machine's swapfile","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Extend virtual disk","VirtualMachine.Config.DiskExtend","Extend virtual disk","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Toggle disk change tracking","VirtualMachine.Config.ChangeTracking","Enable or disable change tracking for the virtual machine's disks","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Query unowned files","VirtualMachine.Config.QueryUnownedFiles","Query unowned files","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Reload from path","VirtualMachine.Config.ReloadFromPath","Reload Virtual Machine from new configuration path","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Query Fault Tolerance compatibility","VirtualMachine.Config.QueryFTCompatibility","Check if a virtual machine is compatible for Fault Tolerance","False","False","False","False","False","False","False","False","False","False"
"Change Configuration","VirtualMachine.Config","Display connection settings","VirtualMachine.Config.MksControl","Toggle virtual machine display connection settings","False","False","True","True","True","True","True","True","True","True"
"Change Configuration","VirtualMachine.Config","Configure managedBy","VirtualMachine.Config.ManagedBy","Configure managedBy on a virtual machine","False","False","False","False","False","False","False","False","False","False"
"Snapshot management","VirtualMachine.State","Create snapshot","VirtualMachine.State.CreateSnapshot","Create a snapshot","False","True","True","True","True","True","True","True","True","True"
"Snapshot management","VirtualMachine.State","Revert to snapshot","VirtualMachine.State.RevertToSnapshot","Make a snapshot current","False","True","True","True","True","True","True","True","True","True"
"Snapshot management","VirtualMachine.State","Remove snapshot","VirtualMachine.State.RemoveSnapshot","Remove a snapshot","False","True","True","True","True","True","True","True","True","True"
"Snapshot management","VirtualMachine.State","Rename snapshot","VirtualMachine.State.RenameSnapshot","Rename a snapshot","False","True","True","True","True","True","True","True","True","True"
"vSphere Replication","VirtualMachine.Hbr","Configure replication","VirtualMachine.Hbr.ConfigureReplication","Configure a virtual machine for replication","False","False","False","False","False","False","False","False","False","False"
"vSphere Replication","VirtualMachine.Hbr","Manage replication","VirtualMachine.Hbr.ReplicaManagement","Manage replication properties of a virtual machine","False","False","False","False","False","False","False","False","False","False"
"vSphere Replication","VirtualMachine.Hbr","Monitor replication","VirtualMachine.Hbr.MonitorReplication","Monitor replication of a virtual machine","False","False","False","False","False","False","False","False","False","False"
"Provisioning","VirtualMachine.Provisioning","Customize guest","VirtualMachine.Provisioning.Customize","Customize a virtual machine's guest operating system","False","False","False","False","False","False","False","False","False","False"
"Provisioning","VirtualMachine.Provisioning","Clone virtual machine","VirtualMachine.Provisioning.Clone","Clone a virtual machine","False","False","False","False","False","True","False","False","False","False"
"Provisioning","VirtualMachine.Provisioning","Promote disks","VirtualMachine.Provisioning.PromoteDisks","Promote a virtual machine's disks","False","False","False","False","False","False","False","False","False","False"
