"Privilege Parent Group","Privilege Parent GroupID","Privilege Name","Privilege ID","Privilege Description","HEDC_DAAS_Admin","HEDC_DBA","HEDC_ITSM_Admins","HEDC_Networking","HEDC_Operations","HEDC_Operations_wProvision","HEDC_Printer_admins","HEDC_SCOIN_CM","HEDC_SCPT_Admins","HEDC_SCPT_Admins_Test"
,,"Edit Inventory","VirtualMachine.Inventory","Edit the Virtual machine inventory","False","False","False","False","False","False","False","False","False","False"
,,"Interaction","VirtualMachine.Interact","Virtual machine interaction","False","False","False","False","False","False","False","False","False","False"
,,"Guest operations","VirtualMachine.GuestOperations","Operations in a virtual machine guest operating system","False","False","False","False","False","False","False","False","False","False"
,,"Change Configuration","VirtualMachine.Config","Virtual machine configuration","False","False","False","False","False","False","False","False","False","False"
,,"Snapshot management","VirtualMachine.State","Virtual machine snapshot management","False","False","False","False","False","False","False","False","False","False"
,,"vSphere Replication","VirtualMachine.Hbr","vSphere Replication configuration","False","False","False","False","False","False","False","False","False","False"
,,"Provisioning","VirtualMachine.Provisioning","Virtual machine provisioning","False","False","False","False","False","False","False","False","False","False"
,,"Service configuration","VirtualMachine.Namespace","Virtual machine service configuration","False","False","False","False","False","False","False","False","False","False"
,,"Resource","Resource","Resource allocation","False","False","False","False","False","False","False","False","False","False"
,,"Alarms","Alarm","Alarms","False","False","False","False","False","False","False","False","False","False"
,,"Tasks","Task","Tasks","False","False","False","False","False","False","False","False","False","False"
,,"Scheduled task","ScheduledTask","Scheduled task","False","False","False","False","False","False","False","False","False","False"
,,"Sessions","Sessions","Sessions","False","False","False","False","False","False","False","False","False","False"
,,"Performance","Performance","Performance","False","False","False","False","False","False","False","False","False","False"
,,"Permissions","Authorization","Permissions","False","False","False","False","False","False","False","False","False","False"
,,"Extension","Extension","Extensions","False","False","False","False","False","False","False","False","False","False"
,,"OvfManager","OvfManager","Privileges related to OvfManager","False","False","False","False","False","False","False","False","False","False"
,,"vApp","VApp","Privileges related to vApps","False","False","False","False","False","False","False","False","False","False"
,,"Host profile","Profile","Host profile","False","False","False","False","False","False","False","False","False","False"
,,"ESX Agent Manager","EAM","ESX Agent Manager","False","False","False","False","False","False","False","False","False","False"
,,"Datastore cluster","StoragePod","Datastore cluster","False","False","False","False","False","False","False","False","False","False"
,,"Certificates","Certificate","Certificates","False","False","False","False","False","False","False","False","False","False"
,,"Health update provider","HealthUpdateProvider","Health update provider","False","False","False","False","False","False","False","False","False","False"
,,"External stats provider","ExternalStatsProvider","External stats provider","False","False","False","False","False","False","False","False","False","False"
,,"Cryptographic operations","Cryptographer","Cryptographic operations","False","False","False","False","False","False","False","False","False","False"
,,"Tenant management","TenantManager","Tenant management","False","False","False","False","False","False","False","False","False","False"
,,"Interact with the guest data publisher","GuestDataPublisher","GuestDataPublisher","False","False","False","False","False","False","False","False","False","False"
,,"VMware vSphere Lifecycle Manager","VcIntegrity","VMware vSphere Lifecycle Manager","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: Hardware Compatibility Privileges","VcIntegrity.HardwareCompatibility","Privileges to manage Lifecycle Manager Hardware Compatibility.","False","False","False","False","False","False","False","False","False","False"
,,"Desired Configuration Management Privileges","VcIntegrity.ClusterConfiguration","Privileges to manage cluster configuration using desired configuration management platform","False","False","False","False","False","False","False","False","False","False"
,,"Content Library","ContentLibrary","Content Library","False","False","False","False","False","False","False","False","False","False"
,,"ImageBuilder","ImageBuilder","ImageBuilder","False","False","False","False","False","False","False","False","False","False"
,,"Profile","ImageBuilder.Profile","Profile","False","False","False","False","False","False","False","False","False","False"
,,"InventoryService","InventoryService","InventoryService","False","False","False","False","False","False","False","False","False","False"
,,"Tagging","InventoryService.Tagging","Tagging","False","False","False","False","False","False","False","False","False","False"
,,"Cns","Cns","VMware Cns","False","False","False","False","False","False","False","False","False","False"
,,"Infraprofile","Infraprofile","Infraprofile","False","False","False","False","False","False","False","False","False","False"
,,"Nsx","Nsx","Nsx","False","False","False","False","False","False","False","False","False","False"
,,"vStats","vStats","vStats","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: Image Privileges","VcIntegrity.lifecycleSoftwareSpecification","Privileges to manage Lifecycle Manager Image.","False","False","False","False","False","False","False","False","False","False"
,,"VcIdentityProviders","VcIdentityProviders","VcIdentityProviders","False","False","False","False","False","False","False","False","False","False"
,,"CertificateManagement","CertificateManagement","CertificateManagement","False","False","False","False","False","False","False","False","False","False"
,,"Namespaces","Namespaces","Namespaces","False","False","False","False","False","False","False","False","False","False"
,,"AutoDeploy","AutoDeploy","Auto Deploy","False","False","False","False","False","False","False","False","False","False"
,,"Host","AutoDeploy.Host","Host","False","False","False","False","False","False","False","False","False","False"
,,"Manage Patches and Upgrades","VcIntegrity.Updates","Manage virtual machine and host software patches and upgrades","False","False","False","False","False","False","False","False","False","False"
,,"ESXi Health Perspectives","VcIntegrity.lifecycleHealth","Privileges for ESXi Health Perspectives resources","False","False","False","False","False","False","False","False","False","False"
,,"TransferService","TransferService","TransferService","False","False","False","False","False","False","False","False","False","False"
,,"Configure","VcIntegrity.General","General VMware vSphere Lifecycle Manager Configuration","False","False","False","False","False","False","False","False","False","False"
,,"IntercomNamespace","IntercomNamespace","IntercomNamespace","False","False","False","False","False","False","False","False","False","False"
,,"Rule","AutoDeploy.Rule","Rule","False","False","False","False","False","False","False","False","False","False"
,,"Trust","Trust","Trust","False","False","False","False","False","False","False","False","False","False"
,,"HLM","HLM","HLM","False","False","False","False","False","False","False","False","False","False"
,,"vSAN","Vsan","VMware vSAN","False","False","False","False","False","False","False","False","False","False"
,,"Cluster","Vsan.Cluster","vSphere Cluster","False","False","False","False","False","False","False","False","False","False"
,,"RuleSet","AutoDeploy.RuleSet","Rule sets","False","False","False","False","False","False","False","False","False","False"
,,"SupervisorServices","SupervisorServices","SupervisorServices","False","False","False","False","False","False","False","False","False","False"
,,"vService","vService","vService management","False","False","False","False","False","False","False","False","False","False"
,,"ServiceAccount","ServiceAccount","ServiceAccount","False","False","False","False","False","False","False","False","False","False"
,,"CertificateAuthority","CertificateAuthority","CertificateAuthority","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: Image Remediation Privileges","VcIntegrity.lifecycleSoftwareRemediation","Privileges to manage Lifecycle Manager Image Remediation.","False","False","False","False","False","False","False","False","False","False"
,,"vSphere Data Protection","vSphereDataProtection","vSphere Data Protection","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: General Privileges","VcIntegrity.lifecycleGeneral","General privileges for Lifecycle Manager resources","False","False","False","False","False","False","False","False","False","False"
,,"Depot","ImageBuilder.Depot","Depot","False","False","False","False","False","False","False","False","False","False"
,,"Observability","Observability","Observability","False","False","False","False","False","False","False","False","False","False"
,,"VcLifecycle","VcLifecycle","VcLifecycle","False","False","False","False","False","False","False","False","False","False"
,,"Image Profile","AutoDeploy.Profile","Image Profile","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: Settings Privileges","VcIntegrity.lifecycleSettings","Privileges to manage Lifecycle Manager Settings such as Depots (excluding Depot Delete), Remediation policies etc.","False","False","False","False","False","False","False","False","False","False"
,,"SettingsStore","SettingsStore","SettingsStore","False","False","False","False","False","False","False","False","False","False"
,,"Profile-driven storage","StorageProfile","Profile-driven storage","False","False","False","False","False","False","False","False","False","False"
,,"Manage Baseline","VcIntegrity.Baseline","Manage baselines","False","False","False","False","False","False","False","False","False","False"
,,"ComputePolicy","ComputePolicy","ComputePolicy","False","False","False","False","False","False","False","False","False","False"
,,"Plugin","Plugin","Plugin","False","False","False","False","False","False","False","False","False","False"
,,"VirtualMachineClasses","VirtualMachineClasses","VirtualMachineClasses","False","False","False","False","False","False","False","False","False","False"
,,"Storage views","StorageViews","Storage views","False","False","False","False","False","False","False","False","False","False"
,,"Upload file","VcIntegrity.FileUpload","Upload file","False","False","False","False","False","False","False","False","False","False"
,,"Lifecycle Manager: Depots Privileges","VcIntegrity.lifecycleDepots","Privileges to manage Lifecycle Manager Depots such as Depot Delete","False","False","False","False","False","False","False","False","False","False"
,,"vSphereClient","vSphereClient","vSphereClient","False","False","False","False","False","False","False","False","False","False"
